Число валидных длин последовательностей: 5

Длина вектора: 270 элементов
(-0.984677, 0.702236)
(-0.834832, 0.530193)
(-0.636664, 0.0861704)
(0.622805, 0.732139)
(0.283986, -0.914397)
(0.997907, 0.108162)
(-0.995776, 0.267583)
(0.421055, 0.659997)
(-0.836415, 0.95102)
(-0.0267327, -0.249178)
(-0.984694, -0.9195)
(-0.837203, -0.47698)
(-0.292541, -0.148124)
(-0.252368, 0.250851)
(0.911794, -0.720124)
(0.213319, 0.85252)
(-0.0615596, -0.806243)
(-0.101861, -0.409905)
(-0.196963, -0.328084)
(0.497068, 0.274079)
(-0.608113, -0.39793)
(-0.81638, 0.982277)
(0.551038, -0.383054)
(-0.748459, -0.494023)
(-0.597745, -0.800899)
(-0.36611, -0.338415)
(0.364874, -0.271285)
(-0.973061, -0.440962)
(-0.379366, -0.935873)
(0.430399, 0.481896)
(0.762175, -0.448863)
(0.974251, -0.842046)
(0.288737, 0.866092)
(0.583644, 0.253162)
(-0.307505, 0.965238)
(0.468917, 0.644875)
(-0.0313438, -0.566321)
(-0.757173, -0.820734)
(-0.944574, -0.428744)
(-0.746478, -0.567179)
(0.943503, -0.711915)
(-0.327676, -0.167526)
(-0.0134359, 0.486138)
(-0.693253, -0.564591)
(0.708892, 0.310514)
(0.785432, -0.0983687)
(0.322409, -0.797964)
(-0.191744, -0.386155)
(-0.944928, 0.830133)
(-0.812189, 0.53566)
(0.115455, 0.701259)
(0.309783, 0.400681)
(0.980611, 0.949135)
(0.123469, -0.927348)
(-0.981624, -0.833151)
(-0.154521, -0.494167)
(-0.0324418, -0.101539)
(-0.969917, 0.328041)
(-0.560808, 0.201079)
(-0.0105413, 0.864338)
(0.832001, -0.293827)
(0.327172, -0.518034)
(0.418446, -0.0530699)
(0.637173, -0.591933)
(-0.958302, -0.907041)
(-0.883045, -0.675526)
(-0.616391, -0.542109)
(0.907664, 0.541535)
(0.166815, 0.341986)
(0.918891, 0.909357)
(0.91088, 0.630202)
(-0.103862, -0.833047)
(-0.358147, -0.894312)
(0.31121, -0.0276289)
(0.901625, 0.940944)
(-0.775852, -0.596644)
(-0.387286, -0.935507)
(-0.529625, 0.285346)
(-0.894423, -0.641684)
(-0.4038, 0.0864733)
(0.382496, 0.0921663)
(0.0750015, -0.643466)
(0.193929, -0.783873)
(-0.0878387, -0.107305)
(-0.146996, 0.875486)
(-0.176806, 0.976688)
(0.325185, -0.606323)
(0.245025, 0.357818)
(-0.990563, -0.789032)
(0.967497, -0.0472374)
(-0.278001, -0.503721)
(0.110067, -0.21955)
(0.485542, 0.2681)
(-0.978731, -0.101301)
(0.700908, -0.011415)
(0.9107, 0.639918)
(-0.00352567, -0.971752)
(-0.949657, 0.0202852)
(0.639992, -0.359508)
(0.172679, -0.778309)
(0.583421, -0.687252)
(-0.0698965, -0.160739)
(0.629577, -0.451478)
(0.499944, -0.278701)
(0.801864, 0.699178)
(-0.40911, 0.409677)
(0.505465, -0.487641)
(0.283676, 0.494574)
(-0.494185, 0.619385)
(-0.0239841, 0.787912)
(0.518014, 0.331021)
(-0.0463548, -0.212646)
(0.0989673, 0.736841)
(-0.838562, -0.279212)
(0.369756, 0.0873571)
(-0.810437, 0.954921)
(0.178896, -0.497065)
(-0.244415, 0.633734)
(0.281458, 0.502998)
(0.26041, 0.967737)
(0.390544, -0.152637)
(0.134067, 0.703033)
(0.32721, 0.669219)
(0.0628715, 0.0976377)
(-0.0384131, -0.158325)
(0.995476, 0.627674)
(0.107031, 0.0780181)
(0.808337, 0.821561)
(0.322811, -0.40069)
(0.958443, 0.975371)
(-0.505352, -0.249607)
(-0.842621, 0.405225)
(-0.581959, -0.229631)
(0.0660959, 0.103423)
(0.362933, 0.590157)
(0.476203, -0.181506)
(-0.502172, 0.612166)
(0.087826, 0.0515865)
(-0.931074, -0.00620372)
(-0.0768258, -0.108121)
(-0.881664, 0.160076)
(-0.779835, 0.223959)
(-0.584653, -0.151606)
(-0.859331, -0.473387)
(0.0492716, -0.683695)
(-0.27843, -0.528206)
(0.975135, 0.598462)
(0.269089, 0.592826)
(0.804546, -0.512288)
(-0.458281, -0.965186)
(0.957281, 0.959047)
(0.538869, 0.509195)
(-0.534887, 0.786796)
(-0.496858, 0.2926)
(0.661021, 0.377649)
(0.125142, -0.140702)
(0.118174, -0.420781)
(0.0579176, -0.973735)
(-0.479747, 0.623836)
(-0.0760492, -0.808693)
(0.921401, 0.0953594)
(0.27699, 0.61846)
(0.904815, -0.844526)
(-0.920449, -0.876237)
(0.8699, 0.450318)
(0.0703445, 0.434113)
(0.725662, 0.971043)
(-0.892061, 0.534898)
(-0.0766419, 0.874034)
(-0.496904, -0.775479)
(-0.322877, -0.632967)
(0.403935, 0.19565)
(0.236877, -0.996548)
(-0.00748429, -0.022518)
(-0.743983, 0.556571)
(0.901978, 0.222417)
(0.681936, -0.87488)
(-0.20426, 0.296029)
(0.295998, 0.620893)
(-0.546048, 0.345259)
(0.993823, -0.430819)
(0.875608, -0.103985)
(0.308107, -0.928435)
(-0.499544, -0.284483)
(-0.528902, -0.645351)

